ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:51.2,00:51.2,0.2,4:16,,124,156,,8,,,,,166,213,左 49.1%／右 50.9%,1.37,9.7,7.8,8,,3:51,177,0:45,3:45,175,60
2,00:48.5,01:39.7,0.2,4:02,,161,166,10,,,,,,165,214,左 49.6%／右 50.4%,1.47,10.5,6.9,10,,4:01,168,00:48.5,4:02,175,60
3,00:49.2,02:28.9,0.2,4:06,,171,174,,10,,,,,165,215,左 49.6%／右 50.4%,1.49,10.5,6.8,11,,4:04,166,0:49,4:05,175,60
4,00:49.4,03:18.2,0.2,4:07,,174,175,8,,,,,,166,215,左 49.7%／右 50.3%,1.46,10.3,6.8,11,,4:05,167,0:49,4:05,175,60
5,00:49.4,04:07.6,0.2,4:07,,177,178,,8,,,,,165,222,左 49.8%／右 50.2%,1.5,10.5,6.7,11,,4:02,167,00:49.4,4:07,175,60
6,00:49.8,04:57.4,0.2,4:09,,178,179,11,3,,,,,165,225,左 49.7%／右 50.3%,1.45,10.3,6.9,11,,4:06,166,0:49,4:05,175,60
7,00:49.2,05:46.6,0.2,4:06,,180,182,,8,,,,,166,221,左 49.9%／右 50.1%,1.47,10.2,6.7,11,,4:06,169,00:49.2,4:06,175,60
8,00:48.0,06:34.6,0.2,4:00,,180,181,9,8,,,,,167,218,左 50.2%／右 49.8%,1.48,10.1,6.6,11,,4:03,170,00:48.0,4:00,175,60
9,00:49.3,07:23.9,0.2,4:07,,181,182,9,,,,,,167,224,左 50.1%／右 49.9%,1.47,10,6.5,11,,4:02,169,0:49,4:05,175,60
10,00:48.4,08:12.4,0.2,4:02,,182,183,,8,,,,,166,221,左 50.2%／右 49.8%,1.5,10.1,6.5,11,,4:00,168,0:48,4:00,175,60
11,00:49.0,09:01.4,0.2,4:05,,185,187,8,1,,,,,167,217,左 50.2%／右 49.8%,1.48,10.1,6.6,11,,4:00,169,0:49,4:05,175,60
12,00:50.0,09:51.4,0.2,4:10,,187,187,,8,,,,,166,223,左 50.0%／右 50.0%,1.46,10.1,6.6,11,,4:04,168,0:50,4:10,175,60
13,00:49.9,10:41,0.2,4:10,,186,188,9,,,,,,167,224,左 50.1%／右 49.9%,1.42,9.9,6.7,11,,4:09,168,00:49.9,4:10,175,60
14,00:48.6,11:30,0.2,4:03,,187,188,,8,,,,,167,223,左 50.0%／右 50.0%,1.47,9.9,6.6,11,,4:07,168,00:48.6,4:03,175,60
15,00:48.4,12:18,0.2,4:02,,187,188,10,3,,,,,167,218,左 50.0%／右 50.0%,1.49,10.1,6.5,11,,4:04,169,0:48,4:00,175,60
16,00:01.3,12:20,0.01,2:22,,188,188,,,,,,,167,223,左 50.1%／右 49.9%,1.43,10.2,6.8,0,,4:05,167,0:01,1:52,175,60
17,00:06.6,15:32,0.01,12:34,,166,167,,,,,,,112,,,0.69,3.6,5.5,2,,14:53,112,0:06,11:21,175,60
