ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:57.0,00:57.0,0.2,4:45,,126,164,,8,,,,,174,193,左 48.9%／右 51.1%,1.18,9.1,7.2,8,,4:10,205,0:51,4:15,172,55
2,00:52.0,01:48.9,0.2,4:20,,171,174,9,,,,,,175,184,左 49.1%／右 50.9%,1.29,9.4,7,11,,4:23,177,00:52.0,4:20,172,55
3,00:54.9,02:43.9,0.2,4:35,,181,185,,8,,,,,175,190,左 48.9%／右 51.1%,1.25,9.4,7.2,12,,4:26,176,00:54.9,4:35,172,55
4,01:00.0,03:43.9,0.2,5:00,,185,186,9,5,,,,,173,199,左 48.8%／右 51.2%,1.18,9.5,7.8,13,,4:34,175,1:00,5:00,172,55
5,01:03.5,04:47.4,0.2,5:18,,183,186,,5,,,,,173,210,左 49.8%／右 50.2%,1.1,9.2,8.1,13,,5:05,175,01:03.5,5:18,172,55
6,01:04.3,05:51.7,0.2,5:22,,182,188,11,4,,,,,174,213,左 50.4%／右 49.6%,1.07,9,8.3,13,,5:16,176,1:04,5:20,172,55
7,01:05.5,06:57.2,0.2,5:28,,179,181,8,7,,,,,174,213,左 49.9%／右 50.1%,1.06,9.1,8.4,13,,5:19,176,01:05.5,5:28,172,55
8,01:08.2,08:05.4,0.2,5:41,,179,182,,8,,,,,174,220,左 49.9%／右 50.1%,1.03,9,8.5,14,,5:29,176,1:08,5:40,172,55
9,01:06.7,09:12.1,0.2,5:33,,177,178,11,,,,,,173,225,左 50.2%／右 49.8%,1.04,9,8.4,12,,5:31,175,01:06.7,5:33,172,55
10,01:13.1,10:25,0.2,6:05,,174,178,,11,,,,,171,244,左 49.7%／右 50.3%,0.99,8.9,8.7,14,,5:39,173,1:13,6:05,172,55
11,01:06.7,11:32,0.2,5:34,,169,171,12,,,,,,171,234,左 49.8%／右 50.2%,1.01,9,8.7,12,,5:39,174,1:06,5:30,172,55
12,01:12.0,12:44,0.2,6:00,,175,177,,11,,,,,172,237,左 49.8%／右 50.2%,0.99,8.9,8.8,13,,5:41,175,1:12,6:00,172,55
13,01:14.6,13:59,0.2,6:13,,169,174,7,,,,,,173,240,左 49.9%／右 50.1%,0.92,8.9,9.4,13,,6:15,174,01:14.6,6:13,172,55
14,01:07.4,15:06,0.2,5:37,,169,172,3,11,,,,,173,222,左 50.0%／右 50.0%,1,9.3,9.1,12,,5:34,177,1:07,5:35,172,55
15,01:04.9,16:11,0.2,5:23,,175,181,8,,,,,,172,214,左 49.9%／右 50.1%,1.12,9.7,8.4,13,,4:52,175,1:04,5:18,172,55
