ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,01:08.5,01:08.5,0.2,5:43,,109,135,,,,,,,161,247,左 47.8%／右 52.2%,1.18,10.2,8.9,6,,4:17,164,1:04,5:20,172,55
2,01:07.3,02:15.8,0.2,5:37,,141,145,9,,,,,,162,254,左 48.2%／右 51.8%,1.14,10.3,8.8,10,,4:27,164,01:07.3,5:37,172,55
3,01:10.8,03:26.6,0.2,5:54,,143,145,,,,,,,163,259,左 48.0%／右 52.0%,1.05,9.7,9,10,,4:35,164,01:10.8,5:54,172,55
4,01:10.8,04:37.5,0.2,5:54,,147,150,,,,,,,165,257,左 48.6%／右 51.4%,1.02,9.4,9,10,,4:29,167,01:10.8,5:54,172,55
5,01:11.1,05:48.6,0.2,5:55,,147,151,,,,,,,166,256,左 48.9%／右 51.1%,1.03,9.3,8.8,10,,5:40,167,1:11,5:55,172,55
6,01:11.5,07:00.0,0.2,5:57,,147,149,,,,,,,164,259,左 48.8%／右 51.2%,1.02,9.2,8.8,10,,5:27,167,1:11,5:55,172,55
7,01:09.9,08:09.9,0.2,5:49,,149,153,,,,,,,167,264,左 48.4%／右 51.6%,1.03,8.7,8.2,10,,5:35,169,01:09.9,5:49,172,55
8,01:10.1,09:20.0,0.2,5:50,,152,154,,,,,,,167,265,左 48.9%／右 51.1%,1.03,8.6,8.1,10,,5:38,169,1:10,5:50,172,55
9,01:10.9,10:31,0.2,5:54,,148,154,,,,,,,166,269,左 48.5%／右 51.5%,1.02,8.7,8.3,10,,5:42,167,01:10.9,5:54,172,55
10,01:10.7,11:41,0.2,5:53,,145,150,,,,,,,166,270,左 49.0%／右 51.0%,1.03,8.6,8.2,10,,5:39,167,01:10.7,5:53,172,55
11,01:11.2,12:53,0.2,5:56,,152,156,,,,,,,166,265,左 48.9%／右 51.1%,1.02,8.9,8.5,10,,5:40,168,1:11,5:55,172,55
12,01:11.3,14:04,0.2,5:57,,149,153,,,,,,,166,264,左 48.9%／右 51.1%,1.02,9,8.6,10,,5:20,167,1:11,5:55,172,55
13,01:09.8,15:14,0.2,5:49,,147,151,,,,,,,165,272,左 49.2%／右 50.8%,1.04,8.6,8.1,10,,4:29,167,01:09.8,5:49,172,55
14,01:10.4,16:24,0.2,5:52,,149,152,,,,,,,166,263,左 49.3%／右 50.7%,1.04,8.9,8.4,10,,5:17,168,01:10.4,5:52,172,55
15,01:08.2,17:32,0.2,5:41,,155,159,,,,,,,166,251,左 49.2%／右 50.8%,1.06,9.2,8.5,10,,4:31,169,1:08,5:40,172,55
